socioeconomic_group,region,state,urban_rural,school_network,count,mean,median,std
Muito alto,Norte,AP,Urbana,Privada,23,277.47942101228904,277.5563413333334,14.704499320176565
Muito alto,Norte,AP,Urbana,Pública,5,246.56222707750712,252.82409543741096,15.7913120023115
Muito alto,Norte,PA,Rural,Privada,1,277.80197145454537,277.80197145454537,
Muito alto,Norte,PA,Urbana,Privada,39,276.54830965409064,276.37200798,20.917863175495242
Muito alto,Norte,PA,Urbana,Pública,4,306.1461691807396,301.73555030980606,18.765828242913116
Muito alto,Norte,RO,Rural,Privada,2,267.39632267947763,267.39632267947763,11.103210630087773
Muito alto,Norte,RO,Urbana,Privada,44,291.1056400559624,292.2086395315656,16.650378481774123
Muito alto,Norte,RO,Urbana,Pública,17,261.255595770923,265.23945163554134,14.002942348059834
Muito alto,Norte,RR,Urbana,Privada,9,280.64362774033555,285.0519864545455,15.22577355506508
Muito alto,Norte,RR,Urbana,Pública,4,283.27505861360027,271.7861909820682,30.769891306688656
Muito alto,Norte,TO,Rural,Pública,1,277.9717865882352,277.9717865882352,
Muito alto,Norte,TO,Urbana,Privada,43,295.21696861827036,294.21909892,21.359934927399664
Muito alto,Norte,TO,Urbana,Pública,20,277.05545422814004,278.60574642958,19.817898297514212
Muito alto,Sudeste,ES,Rural,Pública,9,280.40691643516027,282.625565875,14.969595435545545
Muito alto,Sudeste,ES,Urbana,Privada,59,309.4024155030081,311.1626031818182,21.17406728483745
Muito alto,Sudeste,ES,Urbana,Pública,53,278.0449847802561,279.9290820024968,17.12033385373821
Muito alto,Sudeste,MG,Rural,Pública,22,262.9276580174853,266.2928157708333,20.687380832261713
Muito alto,Sudeste,MG,Urbana,Privada,53,313.5879349948387,315.40855561111107,16.765592894257733
Muito alto,Sudeste,MG,Urbana,Pública,492,267.2848476272463,265.2928502629996,19.242142530370188
Muito alto,Sudeste,RJ,Rural,Privada,2,289.10623094000005,289.10623094000005,12.74215716738118
Muito alto,Sudeste,RJ,Rural,Pública,5,269.69670873813874,269.9302169533809,5.294246329896643
Muito alto,Sudeste,RJ,Urbana,Privada,26,288.443752851575,282.2244259516806,28.053394375393047
Muito alto,Sudeste,RJ,Urbana,Pública,78,278.60088066080044,275.7294957308376,23.92687782936604
Muito alto,Sudeste,SP,Rural,Privada,4,295.5414447087513,299.3344493405797,9.441426928547829
Muito alto,Sudeste,SP,Rural,Pública,44,270.0651064101333,269.9934761629295,15.667750314802335
Muito alto,Sudeste,SP,Urbana,Privada,34,299.84063677400377,299.5338029692308,19.657175178919523
Muito alto,Sudeste,SP,Urbana,Pública,1731,269.4816436209368,268.4711574842232,15.048576835587456
Muito alto,Sul,PR,Rural,Privada,2,290.4699316654762,290.4699316654762,32.93618008505515
Muito alto,Sul,PR,Rural,Pública,43,283.83719867213824,278.863376375,19.184118169254532
Muito alto,Sul,PR,Urbana,Privada,29,294.2503769531807,293.52119773333345,18.616339501970064
Muito alto,Sul,PR,Urbana,Pública,627,272.22628839561395,271.23246530182087,16.14509871692092
Muito alto,Sul,RS,Rural,Privada,1,291.639327,291.639327,
Muito alto,Sul,RS,Rural,Pública,164,267.74552145376373,268.8754725643382,23.897066319844562
Muito alto,Sul,RS,Urbana,Privada,37,304.15687945189654,302.5158282553191,16.33210521007413
Muito alto,Sul,RS,Urbana,Pública,1434,265.60992303718047,265.44145748300434,20.712778521963475
Muito alto,Sul,SC,Rural,Privada,2,320.1180161574074,320.1180161574074,30.11637267409334
Muito alto,Sul,SC,Rural,Pública,131,265.28719899188195,265.08181460869554,21.66825663436815
Muito alto,Sul,SC,Urbana,Privada,36,309.1983637190277,308.5499859561687,20.311897311694807
Muito alto,Sul,SC,Urbana,Pública,978,265.47846092261,264.32277958748625,17.85257689116221
