socioeconomic_group,region,state,urban_rural,school_network,count,mean,median,std
Muito alto,Norte,PA,Rural,Privada,1,289.48574918181816,289.48574918181816,
Muito alto,Norte,PA,Urbana,Privada,39,280.87178846145594,279.76209412500003,21.21448069252368
Muito alto,Norte,PA,Urbana,Pública,4,298.4103258634457,298.80223396911117,12.008813828641703
Muito alto,Norte,RO,Rural,Privada,2,261.8399896748134,261.8399896748134,10.32793574339479
Muito alto,Norte,RO,Urbana,Privada,44,289.0685811820548,290.5814207055555,12.298718589425478
Muito alto,Norte,RO,Urbana,Pública,17,266.4520631091044,268.4508346147588,12.611883745405681
Muito alto,Norte,RR,Urbana,Privada,9,281.32234945610645,288.06019562745104,14.14492198812528
Muito alto,Norte,RR,Urbana,Pública,4,284.61015618197894,274.6489199469651,27.91703895733176
Muito alto,Norte,TO,Rural,Pública,1,274.69807405882347,274.69807405882347,
Muito alto,Norte,TO,Urbana,Privada,43,291.0758913908732,292.018741254902,18.730648858706285
Muito alto,Norte,TO,Urbana,Pública,20,279.49914199850053,283.9995365695901,18.4551196528326
Muito alto,Sudeste,ES,Rural,Pública,9,281.17509325271925,281.09883115384616,12.760998930888036
Muito alto,Sudeste,ES,Urbana,Privada,59,298.23145161546074,299.5128185000001,15.83733003083301
Muito alto,Sudeste,ES,Urbana,Pública,53,278.9288406344898,280.72378500046625,14.620647102550624
Muito alto,Sudeste,MG,Rural,Pública,22,263.1829346143053,271.2131440381944,22.38662616130418
Muito alto,Sudeste,MG,Urbana,Privada,53,301.0794140372787,302.11348226315783,14.478762392253786
Muito alto,Sudeste,MG,Urbana,Pública,492,269.4245078042625,268.4276803967832,17.474882318696455
Muito alto,Sudeste,RJ,Rural,Privada,2,294.15513724000004,294.15513724000004,9.253221287201685
Muito alto,Sudeste,RJ,Rural,Pública,5,281.163609869565,277.29187364874116,9.793746391817706
Muito alto,Sudeste,RJ,Urbana,Privada,26,284.48132237792925,288.30268913071893,21.17268044646191
Muito alto,Sudeste,RJ,Urbana,Pública,78,278.9051286542874,278.0031974333025,19.250531271270486
Muito alto,Sudeste,SP,Rural,Privada,4,291.965020075639,292.19504860869563,12.016261928498675
Muito alto,Sudeste,SP,Rural,Pública,44,268.2996674109109,269.1818366212121,14.260069929194083
Muito alto,Sudeste,SP,Urbana,Privada,34,293.78653900730836,294.24700478666665,13.998507792622902
Muito alto,Sudeste,SP,Urbana,Pública,1731,271.9356443948524,271.7713502905056,13.599393912624215
Muito alto,Sul,PR,Rural,Privada,2,287.70625338571426,287.70625338571426,22.360253408621293
Muito alto,Sul,PR,Rural,Pública,43,275.0502166943398,277.8902851333333,15.016686089499473
Muito alto,Sul,PR,Urbana,Privada,29,289.6967229356845,291.3758401,18.198216153538773
Muito alto,Sul,PR,Urbana,Pública,627,271.27194766252404,271.10434204166665,13.583356966831003
Muito alto,Sul,RS,Rural,Privada,1,277.54120800000004,277.54120800000004,
Muito alto,Sul,RS,Rural,Pública,164,263.3674574531167,262.0050088083333,21.312136357704258
Muito alto,Sul,RS,Urbana,Privada,37,296.07766733293084,293.04506258333333,14.396980576076782
Muito alto,Sul,RS,Urbana,Pública,1434,268.2623963588438,269.1586464791667,17.679990829978866
Muito alto,Sul,SC,Rural,Privada,2,302.10517505370365,302.10517505370365,19.191945979536815
Muito alto,Sul,SC,Rural,Pública,131,259.78613689529107,260.5348291,18.67072623068063
Muito alto,Sul,SC,Urbana,Privada,36,294.92012386660787,300.31441777536236,17.726424830621173
Muito alto,Sul,SC,Urbana,Pública,978,265.16679723237917,265.21096620873277,16.661866139816127
