region,math_nivel_0_pct,math_nivel_1_pct,math_nivel_2_pct,math_nivel_3_pct,math_nivel_4_pct,math_nivel_5_pct,math_nivel_6_pct,math_nivel_7_pct,math_nivel_8_pct,math_nivel_9_pct,portuguese_nivel_0_pct,portuguese_nivel_1_pct,portuguese_nivel_2_pct,portuguese_nivel_3_pct,portuguese_nivel_4_pct,portuguese_nivel_5_pct,portuguese_nivel_6_pct,portuguese_nivel_7_pct,portuguese_nivel_8_pct
Centro-Oeste,13.574373424469144,14.693154226882946,17.755860989838123,18.162960537646043,15.531582912927886,10.899581795897815,5.946295752742193,2.445888046501685,0.7702334575326932,0.2200688555614697,14.967848167938701,12.25487641126725,15.356542070683995,17.706223624174307,17.585713753504287,13.552913369348662,6.563445530015665,1.904832459627842,0.1076046134392848
Nordeste,20.38263532814029,18.523053272462995,18.58357412768287,15.974290180661171,12.147920621939488,7.615430098828886,3.823970645694557,1.7272772845545845,0.7938027209261965,0.4280457191089617,21.85674032788702,15.57500844410349,16.759904817240315,16.12119777197738,13.985329366859833,9.626794782438997,4.571869123624924,1.3983558854867757,0.10479948038126397
Norte,21.70442670740887,21.525232105465143,20.551606981991892,15.89458396920622,10.706983436826492,5.769242257903942,2.546972374980317,0.9359808709012162,0.28366720061341827,0.08130409470248695,23.25917980609288,18.301545977501533,18.70306206700301,15.730487816740068,12.149423120818378,7.53556666918168,3.3496827102778393,0.9253468401258408,0.04570499225876741
Sudeste,14.477836108483226,15.010659564779372,17.895565571424065,18.254126507305028,15.879134486501727,10.679278808450961,5.193305070327466,1.90805561390624,0.5418144248863807,0.1602238439355344,16.087203919607603,12.210904875911478,15.035814439443289,17.497044898548918,17.675256232222356,13.185505645139678,6.366684441701118,1.8476661036153752,0.09391944381018043
Sul,10.951649136630765,13.282165757142682,17.216251380387153,19.301444151237572,17.75765712675788,12.313222682669593,6.196575014220267,2.256436846676316,0.5734069170514856,0.1511909872262842,11.9108556397785,11.375510531846855,15.566854814259068,19.10262160583381,19.41121483202433,14.059628654200052,6.581878495885437,1.9016194112283702,0.08981601494357119
